manuscript_id,is_oriental,evaluable,split,cv_fold
990001221330205171,0,True,train,0
990001221380205171,0,True,test,-1
990001221550205171,0,True,train,4
990001221900205171,0,True,train,3
990001222020205171,0,True,train,0
990001222040205171,0,True,train,1
990001222140205171,0,True,train,1
990001222150205171,0,True,test,-1
990001222240205171,0,True,train,4
990001222470205171,0,True,test,-1
990001222710205171,0,True,test,-1
990001222840205171,0,True,train,3
990001224890205171,0,True,train,4
990001229030205171,1,True,train,2
990001229070205171,0,True,train,4
990001229820205171,0,True,test,-1
990001229940205171,0,True,train,4
990001230630205171,0,True,train,3
990001230740205171,0,True,train,0
990001230930205171,0,True,test,-1
990001231110205171,0,True,test,-1
990001231530205171,0,True,train,4
990001231650205171,0,True,test,-1
990001232470205171,1,True,train,4
990001233630205171,0,True,train,0
990001233770205171,0,True,train,4
990001235170205171,0,True,test,-1
990001235950205171,0,True,test,-1
990001248020205171,1,True,train,3
990001249960205171,0,True,train,0
990001250420205171,0,True,train,3
990001258460205171,0,True,test,-1
990001258630205171,0,True,test,-1
990001262930205171,1,True,train,0
990001263400205171,0,True,train,1
990001265080205171,0,True,train,0
990001265430205171,0,True,train,0
990001265440205171,0,True,train,4
990001265580205171,0,True,train,4
990001268660205171,0,True,train,0
990001268980205171,0,True,test,-1
990001269910205171,0,True,test,-1
990001272170205171,0,True,train,3
990001277580205171,0,True,train,4
990001277710205171,0,True,test,-1
990001278630205171,0,True,train,2
990001278900205171,0,True,train,3
990001279210205171,0,True,test,-1
990001280570205171,0,True,train,3
990001280690205171,0,True,train,2
990001281620205171,0,True,train,4
990001283490205171,0,True,test,-1
990001283610205171,0,True,test,-1
990001287090205171,0,True,train,1
990001287280205171,0,True,train,0
990001287290205171,0,True,train,1
990001287300205171,0,True,train,3
990001287310205171,0,True,train,1
990001287400205171,0,True,train,0
990001287430205171,0,True,train,3
990001287470205171,0,True,train,2
990001287480205171,0,True,test,-1
990001287490205171,0,True,train,2
990001287520205171,0,True,train,1
990001287550205171,0,True,train,0
990001287580205171,0,True,train,4
990001287590205171,0,True,train,2
990001287600205171,0,True,test,-1
990001287630205171,0,True,train,2
990001287650205171,0,True,train,4
990001287670205171,0,True,train,4
990001287690205171,0,True,test,-1
990001287730205171,0,True,train,3
990001287740205171,0,True,train,1
990001287780205171,0,True,train,4
990001287830205171,0,True,test,-1
990001287920205171,0,True,train,4
990001288090205171,0,True,test,-1
990001288140205171,0,True,train,3
990001288150205171,0,True,train,4
990001288200205171,0,True,train,4
990001288570205171,0,True,train,4
990001288600205171,0,True,train,1
990001288700205171,0,True,train,3
990001288760205171,0,True,test,-1
990001289050205171,0,True,train,0
990001289060205171,0,True,test,-1
990001289150205171,0,True,train,3
990001289180205171,0,True,train,4
990001289310205171,0,True,test,-1
990001289340205171,0,True,test,-1
990001289370205171,0,True,test,-1
990001289430205171,0,True,train,3
990001289620205171,0,True,test,-1
990001289630205171,0,True,train,0
990001289640205171,0,True,train,1
990001289650205171,0,True,train,4
990001289680205171,0,True,train,0
990001289810205171,0,True,train,2
990001289900205171,0,True,train,2
990001290280205171,0,True,train,0
990001290390205171,0,True,train,0
990001290400205171,0,True,train,0
990001290460205171,0,True,train,2
990001290530205171,0,True,train,4
990001290710205171,0,True,test,-1
990001290770205171,0,True,train,1
990001290860205171,0,True,train,4
990001290870205171,0,True,test,-1
990001290910205171,0,True,train,3
990001290920205171,0,True,train,0
990001290980205171,0,True,test,-1
990001290990205171,0,True,test,-1
990001291010205171,0,True,train,4
990001291060205171,0,True,train,0
990001291110205171,0,True,train,2
990001291310205171,0,True,train,1
990001291410205171,0,True,test,-1
990001291430205171,0,True,test,-1
990001291660205171,1,True,test,-1
990001291670205171,1,True,test,-1
990001291850205171,0,True,train,1
990001291860205171,0,True,test,-1
990001291930205171,0,True,test,-1
990001292020205171,0,True,train,3
990001292070205171,0,True,train,3
990001292090205171,0,True,train,3
990001292100205171,0,True,train,1
990001292150205171,0,True,train,1
990001292180205171,0,True,train,2
990001292390205171,0,True,train,0
990001292410205171,0,True,train,3
990001292460205171,0,True,train,4
990001292660205171,1,True,train,0
990001292710205171,0,True,train,3
990001292790205171,0,True,train,3
990001292830205171,0,True,test,-1
990001292870205171,0,True,train,0
990001292950205171,0,True,train,0
990001292980205171,0,True,test,-1
990001293020205171,0,True,test,-1
990001293030205171,0,True,train,3
990001293040205171,0,True,test,-1
990001293470205171,0,True,train,4
990001293480205171,0,True,train,3
990001293490205171,0,True,test,-1
990001293500205171,0,True,train,2
990001293570205171,0,True,train,2
990001293600205171,0,True,train,2
990001293660205171,0,True,test,-1
990001293720205171,0,True,test,-1
990001293860205171,0,True,test,-1
990001293900205171,0,True,train,1
990001293920205171,0,True,train,0
990001293930205171,0,True,train,4
990001293940205171,0,True,train,0
990001293950205171,0,True,train,4
990001293970205171,0,True,train,1
990001293980205171,0,True,train,1
990001294040205171,0,True,train,1
990001294380205171,0,True,test,-1
990001294600205171,0,True,train,2
990001294730205171,0,True,train,0
990001294740205171,0,True,test,-1
990001294750205171,1,True,test,-1
990001294860205171,0,True,test,-1
990001295070205171,0,True,train,1
990001295150205171,0,True,test,-1
990001295160205171,0,True,train,1
990001295200205171,0,True,train,2
990001295220205171,0,True,train,1
990001295250205171,0,True,train,2
990001295270205171,0,True,test,-1
990001295330205171,0,True,train,4
990001295350205171,0,True,train,0
990001295370205171,0,True,test,-1
990001295410205171,0,True,train,2
990001295550205171,0,True,test,-1
990001295560205171,0,True,train,3
990001295660205171,0,True,train,3
990001295680205171,0,True,train,4
990001295820205171,0,True,test,-1
990001295910205171,0,True,test,-1
990001296240205171,0,True,train,1
990001296350205171,0,True,test,-1
990001296410205171,0,True,train,4
990001296550205171,0,True,test,-1
