manuscript_id,decade,evaluable,split,cv_fold
990000775380205171,1300,True,train,0
990000777140205171,1400,True,train,0
990000777180205171,1450,True,train,1
990000778570205171,1400,True,train,0
990000778820205171,1450,True,train,0
990000778830205171,1450,True,train,1
990000779480205171,1450,True,test,-1
990000779490205171,1300,True,train,0
990000779660205171,1450,True,test,-1
990000780040205171,1500,True,train,1
990000782780205171,1400,True,test,-1
990000785270205171,1450,True,train,2
990000787470205171,1300,True,train,3
990000787490205171,1300,True,train,0
990000787510205171,1400,True,test,-1
990000787570205171,1250,True,test,-1
990000787760205171,1350,True,train,4
990000787770205171,1250,True,train,0
990000787860205171,1400,True,test,-1
990000787980205171,1250,True,train,0
990000792300205171,1250,True,train,4
990000792400205171,1450,True,train,2
990000792820205171,1450,True,train,3
990000793620205171,1450,True,test,-1
990000794040205171,1500,True,test,-1
990000794500205171,1500,True,test,-1
990000794560205171,1450,True,train,0
990000794690205171,1300,True,train,0
990000796010205171,1450,True,train,0
990000796020205171,1450,True,train,0
990000796700205171,1400,True,train,0
990000800070205171,1400,True,test,-1
990000800080205171,1400,True,train,2
990000800540205171,1400,True,train,3
990000805670205171,1300,True,train,3
990000806050205171,1400,True,train,2
990000806130205171,1400,True,test,-1
990000806140205171,1450,True,train,1
990000806340205171,1450,True,test,-1
990000806630205171,1450,True,train,1
990000806770205171,1450,True,train,1
990000808690205171,1350,True,train,4
990000808710205171,1350,True,train,3
990000808720205171,1400,True,train,2
990000808730205171,1250,True,train,2
990000809480205171,1300,True,train,2
990000809780205171,1500,True,train,3
990000809800205171,1500,True,train,0
990000810060205171,1300,True,train,1
990000811450205171,1400,True,test,-1
990000813960205171,1350,True,test,-1
990000814110205171,1250,True,train,4
990000814240205171,1450,True,test,-1
990000814260205171,1450,True,train,0
990000814280205171,1450,True,train,1
990000814330205171,1350,True,train,4
990000815470205171,1500,True,train,0
990000817090205171,1400,True,test,-1
990000819900205171,1300,True,test,-1
990000819910205171,1450,True,train,1
990000820410205171,1500,True,test,-1
990000820440205171,1450,True,test,-1
990000820910205171,1450,True,train,1
990000821020205171,1400,True,train,2
990000821540205171,1400,True,train,1
990000821580205171,1500,True,test,-1
990000821800205171,1250,True,train,4
990000822090205171,1500,True,train,4
990000822180205171,1450,True,train,4
990000822190205171,1450,True,train,4
990000825100205171,1450,True,train,3
990000825110205171,1450,True,test,-1
990000827000205171,1350,True,test,-1
990000827010205171,1300,True,train,2
990000827940205171,1500,True,train,2
990000828190205171,1450,True,test,-1
990000828270205171,1300,True,train,3
990000828630205171,1500,True,train,4
990000829920205171,1300,True,train,0
990000832490205171,1450,True,test,-1
990000833910205171,1450,True,train,3
990000833930205171,1400,True,test,-1
990000833940205171,1350,True,train,0
990000834050205171,1450,True,train,0
990000834070205171,1450,True,train,3
990000834690205171,1250,True,train,4
990000834970205171,1250,True,test,-1
990000835230205171,1450,True,train,1
990000835420205171,1450,True,train,0
990000836060205171,1300,True,train,1
990000836520205171,1250,True,train,1
990000836750205171,1350,True,train,4
990000837770205171,1450,True,train,2
990000837800205171,1350,True,train,4
990000838070205171,1450,True,train,1
990000842960205171,1350,True,train,4
990000843440205171,1400,True,test,-1
990000843540205171,1450,True,test,-1
990000844280205171,1350,True,train,2
990000844620205171,1300,True,test,-1
990000845670205171,1400,True,train,1
990000849490205171,1300,True,train,2
990000852320205171,1450,True,train,4
990000852330205171,1450,True,train,1
990000856070205171,1500,True,train,0
990000858570205171,1500,True,test,-1
990000858630205171,1200,True,train,3
990000860230205171,1500,True,train,1
990000862400205171,1450,True,train,1
990000862440205171,1350,True,test,-1
990000862450205171,1450,True,train,2
990000866700205171,1450,True,train,0
990000869740205171,1400,True,train,2
990000871750205171,1400,True,train,3
990000871760205171,1400,True,test,-1
990000871790205171,1450,True,test,-1
990000871830205171,1250,True,train,0
990000871850205171,1350,True,train,0
990000871860205171,1450,True,train,3
990000881310205171,1450,True,train,2
990000881340205171,1300,True,train,0
990000881360205171,1300,True,train,0
990000883510205171,1300,True,train,2
990000886270205171,1400,True,train,3
990000889850205171,1450,True,test,-1
990000890200205171,1400,True,train,3
990000890250205171,1350,True,train,0
990000890970205171,1450,True,train,3
990000891380205171,1450,True,test,-1
990000891760205171,1300,True,test,-1
990000892890205171,1300,True,test,-1
990000894080205171,1450,True,test,-1
990000894090205171,1300,True,test,-1
990000896600205171,1100,False,train,-1
990000897110205171,1250,True,test,-1
990000899950205171,1450,True,train,3
990000908000205171,1450,True,train,1
990000908210205171,1450,True,test,-1
990000909300205171,1300,True,train,2
990000909450205171,1300,True,test,-1
990000911150205171,1450,True,test,-1
990000911600205171,1450,True,test,-1
990000911710205171,1450,True,train,4
990000911720205171,1450,True,train,2
990000911900205171,1450,True,train,4
990000912190205171,1300,True,train,3
990000912270205171,1450,True,test,-1
990000912300205171,1350,True,train,0
990000912570205171,1450,True,train,2
990000912700205171,1450,True,train,4
990000912720205171,1350,True,train,1
990000914110205171,1400,True,test,-1
990000914320205171,1400,True,test,-1
990000914330205171,1450,True,train,4
990000914710205171,1450,True,test,-1
990000914740205171,1300,True,train,1
990000914750205171,1250,True,train,1
990000915440205171,1400,True,train,0
990000918660205171,1250,True,train,2
990000923820205171,1300,True,train,0
990000926150205171,1450,True,train,4
990000926720205171,1450,True,train,4
990000926740205171,1450,True,train,2
990000926790205171,1450,True,train,4
990000926860205171,1450,True,test,-1
990000926870205171,1400,True,test,-1
990000927290205171,1450,True,test,-1
990000935470205171,1400,True,train,3
990000938130205171,1500,True,test,-1
990000940930205171,1350,True,train,3
990000940950205171,1300,True,test,-1
990000940960205171,1300,True,train,2
990000940970205171,1300,True,train,3
990000940980205171,1450,True,train,0
990000940990205171,1400,True,train,4
990000944510205171,1500,True,train,4
990000948830205171,1350,True,train,3
990000952000205171,1400,True,train,2
990000955190205171,1450,True,train,4
990000955240205171,1300,True,test,-1
990000957170205171,1450,True,train,1
990000957650205171,1250,True,train,2
990000958240205171,1450,True,train,1
990000958350205171,1450,True,train,2
990000973410205171,1450,True,train,0
990000986850205171,1400,True,train,3
990000987980205171,1250,True,train,3
990000995740205171,1400,True,train,1
990000997940205171,1450,True,test,-1
990000997950205171,1450,True,train,1
990000998670205171,1400,True,train,1
990001002090205171,1300,True,train,2
990001002860205171,1400,True,test,-1
990001004470205171,1300,True,train,4
990001011300205171,1400,True,train,0
990001012640205171,1450,True,train,3
990001012650205171,1450,True,train,0
990001012760205171,1200,True,train,4
990001023370205171,1450,True,train,2
990001023920205171,1450,True,train,2
990001025070205171,1250,True,test,-1
990001025240205171,1450,True,train,0
990001027930205171,1400,True,train,3
990001037710205171,1500,True,train,4
990001050030205171,1350,True,train,1
990001052560205171,1500,True,train,1
990001059030205171,1450,True,train,0
990001059050205171,1450,True,train,3
990001071670205171,1400,True,train,4
990001071750205171,1450,True,train,3
990001071870205171,1500,True,train,4
990001071880205171,1450,True,train,2
990001071910205171,1350,True,test,-1
990001072000205171,1250,True,train,2
990001072110205171,1450,True,test,-1
990001072240205171,1350,True,test,-1
990001072390205171,1450,True,train,0
990001077550205171,1500,True,train,3
990001090380205171,1250,True,train,1
990001090480205171,1450,True,train,1
990001090540205171,1450,True,train,3
990001090550205171,1450,True,train,0
990001090670205171,1300,True,test,-1
990001090830205171,1400,True,train,4
990001091040205171,1250,True,train,0
990001091110205171,1450,True,train,2
990001091220205171,1450,True,train,1
990001091280205171,1350,True,train,1
990001091390205171,1450,True,train,3
990001111140205171,1450,True,test,-1
990001111860205171,1450,True,test,-1
990001111980205171,1450,True,train,0
990001112040205171,1450,True,test,-1
990001112050205171,1500,True,train,0
990001112520205171,1200,True,test,-1
990001117530205171,1500,True,train,2
990001118330205171,1400,True,train,1
990001118560205171,1300,True,test,-1
990001118640205171,1400,True,train,4
990001118650205171,1450,True,test,-1
990001118690205171,1400,True,train,0
990001118700205171,1450,True,test,-1
990001118710205171,1450,True,train,4
990001118720205171,1250,True,test,-1
990001118730205171,1400,True,train,3
990001118950205171,1450,True,train,0
990001124770205171,1350,True,test,-1
990001127090205171,1300,True,train,2
990001128140205171,1300,True,train,4
990001129210205171,1450,True,train,2
990001132420205171,1450,True,train,1
990001133380205171,1450,True,test,-1
990001133390205171,1350,True,test,-1
990001133400205171,1400,True,train,2
990001133410205171,1400,True,train,4
990001134580205171,1500,True,test,-1
990001135460205171,1350,True,train,2
990001135720205171,1350,True,train,1
990001169610205171,1400,True,train,0
990001169950205171,1450,True,test,-1
990001174210205171,1400,True,train,2
990001174290205171,1450,True,train,2
990001204390205171,1300,True,train,1
990001204430205171,1350,True,test,-1
990001204490205171,1450,True,train,4
990001204510205171,1500,True,train,0
990001204550205171,1200,True,train,4
990001204570205171,1250,True,train,4
990001204660205171,1300,True,train,4
990001204670205171,1350,True,train,1
990001204740205171,1450,True,train,3
990001204760205171,1400,True,train,3
990001205140205171,1250,True,test,-1
990001205160205171,1400,True,train,0
990001205170205171,1450,True,train,4
990001205180205171,1450,True,train,0
990001205190205171,1500,True,train,2
990001205230205171,1500,True,test,-1
990001205280205171,1450,True,train,1
990001205330205171,1300,True,train,3
990001205370205171,1450,True,train,4
990001205610205171,1250,True,train,3
990001205770205171,1300,True,train,4
990001205800205171,1300,True,train,0
990001205820205171,1400,True,train,1
990001205980205171,1400,True,train,3
990001206040205171,1400,True,train,2
990001206080205171,1450,True,train,4
990001206090205171,1350,True,train,4
990001206150205171,1450,True,train,3
990001206190205171,1400,True,train,1
990001206240205171,1450,True,train,4
990001206250205171,1450,True,test,-1
990001206470205171,1350,True,train,4
990001206510205171,1500,True,test,-1
990001206670205171,1450,True,test,-1
990001206760205171,1400,True,test,-1
990001207530205171,1500,True,test,-1
990001207810205171,1450,True,train,0
990001207860205171,1500,True,test,-1
990001207990205171,1300,True,train,1
990001209660205171,1050,False,train,-1
990001209710205171,1500,True,test,-1
990001209750205171,1350,True,train,0
990001209790205171,1500,True,test,-1
990001209820205171,1450,True,train,3
990001209910205171,1450,True,test,-1
990001209940205171,1450,True,test,-1
990001209980205171,1500,True,test,-1
990001210080205171,1400,True,train,1
990001210420205171,1350,True,train,0
990001210440205171,1150,False,train,-1
990001211110205171,1500,True,train,4
990001211130205171,1400,True,train,0
990001211220205171,1400,True,train,2
990001211240205171,1450,True,train,3
990001211400205171,1350,True,train,2
990001211430205171,1350,True,train,2
990001211610205171,1450,True,test,-1
990001211620205171,1450,True,train,0
990001211660205171,1300,True,train,3
990001211670205171,1350,True,test,-1
990001211690205171,1400,True,train,1
990001211700205171,1250,True,train,2
990001211710205171,1350,True,test,-1
990001211720205171,1450,True,train,3
990001211790205171,1400,True,train,2
990001211810205171,1400,True,train,4
990001211820205171,1350,True,test,-1
990001211930205171,1350,True,test,-1
990001211960205171,1350,True,test,-1
990001211970205171,1350,True,train,2
990001212050205171,1250,True,test,-1
990001212100205171,1350,True,test,-1
990001212380205171,1350,True,train,1
990001212430205171,1350,True,test,-1
990001212470205171,1350,True,train,4
990001212490205171,1450,True,train,1
990001212500205171,1450,True,test,-1
990001212540205171,1450,True,train,4
990001212550205171,1450,True,train,0
990001212630205171,1450,True,test,-1
990001212640205171,1500,True,train,2
990001213410205171,1400,True,test,-1
990001215190205171,1400,True,train,2
990001215240205171,1500,True,train,4
990001218370205171,1500,True,train,0
990001218500205171,1450,True,test,-1
990001218510205171,1350,True,train,2
990001218550205171,1450,True,test,-1
990001218560205171,1500,True,test,-1
990001218580205171,1450,True,train,3
990001218590205171,1400,True,test,-1
990001218600205171,1350,True,train,0
990001218710205171,1450,True,test,-1
990001218850205171,1200,True,train,1
990001218880205171,1300,True,train,2
990001218890205171,1300,True,train,0
990001218940205171,1250,True,train,3
990001219110205171,1500,True,train,3
990001219210205171,1450,True,train,2
990001219450205171,1500,True,train,2
990001219560205171,1450,True,test,-1
990001219880205171,1450,True,train,0
990001219900205171,1450,True,train,0
990001219910205171,1450,True,test,-1
990001219920205171,1450,True,test,-1
990001220240205171,1250,True,test,-1
990001220820205171,1150,False,train,-1
990001220870205171,1150,False,train,-1
990001221330205171,1450,True,train,1
990001221380205171,1450,True,train,3
990001221550205171,1450,True,test,-1
990001221900205171,1450,True,train,3
990001222020205171,1400,True,train,0
990001222040205171,1450,True,test,-1
990001222140205171,1400,True,train,4
990001222150205171,1450,True,train,4
990001222470205171,1500,True,train,2
990001222710205171,1250,True,train,0
990001222840205171,1500,True,train,4
990001224890205171,1250,True,test,-1
990001229030205171,1500,True,test,-1
990001229070205171,1450,True,train,1
990001229820205171,1450,True,train,2
990001229940205171,1450,True,test,-1
990001230630205171,1450,True,train,3
990001230740205171,1300,True,train,1
990001230930205171,1500,True,train,2
990001231110205171,1300,True,train,0
990001231530205171,1350,True,train,0
990001231650205171,1500,True,test,-1
990001232470205171,1300,True,test,-1
990001233630205171,1450,True,train,0
990001233770205171,1250,True,test,-1
990001235170205171,1450,True,train,2
990001235950205171,1450,True,train,0
990001249960205171,1300,True,test,-1
990001250420205171,1400,True,train,4
990001258460205171,1300,True,train,0
990001262930205171,1300,True,test,-1
990001263400205171,1200,True,test,-1
990001265430205171,1300,True,train,3
990001265440205171,1400,True,test,-1
990001265580205171,1450,True,train,0
990001268660205171,1350,True,test,-1
990001268980205171,1450,True,train,3
990001272170205171,1400,True,train,0
990001277580205171,1300,True,train,3
990001277710205171,1400,True,train,0
990001278900205171,1250,True,test,-1
990001279210205171,1400,True,train,4
990001280570205171,1450,True,train,2
990001280690205171,1450,True,train,1
990001281620205171,1450,True,train,4
990001283490205171,1450,True,test,-1
990001283610205171,1500,True,train,0
990001287280205171,1250,True,train,1
990001287290205171,1250,True,test,-1
990001287300205171,1250,True,train,0
990001287310205171,1300,True,train,4
990001287400205171,1500,True,train,3
990001287430205171,1300,True,train,4
990001287470205171,1200,True,test,-1
990001287480205171,1250,True,train,4
990001287490205171,1250,True,test,-1
990001287520205171,1350,True,train,2
990001287590205171,1250,True,test,-1
990001287600205171,1300,True,train,4
990001287630205171,1300,True,train,3
990001287650205171,1300,True,test,-1
990001287670205171,1450,True,train,4
990001287730205171,1300,True,test,-1
990001287780205171,1450,True,train,4
990001287830205171,1350,True,train,0
990001287920205171,1300,True,train,1
990001288090205171,1400,True,train,2
990001288140205171,1300,True,train,4
990001288150205171,1200,True,train,0
990001288570205171,1450,True,train,4
990001288600205171,1150,False,train,-1
990001288700205171,1450,True,train,3
990001288760205171,1450,True,train,4
990001289050205171,1500,True,train,1
990001289060205171,1500,True,train,1
990001289150205171,1250,True,test,-1
990001289180205171,1500,True,train,4
990001289310205171,1400,True,test,-1
990001289340205171,1250,True,train,3
990001289370205171,1400,True,train,1
990001289430205171,1500,True,train,1
990001289620205171,1350,True,train,3
990001289630205171,1250,True,test,-1
990001289640205171,1300,True,train,1
990001289650205171,1400,True,train,4
990001289680205171,1500,True,test,-1
990001289810205171,1250,True,train,3
990001289900205171,1500,True,train,0
990001290280205171,1400,True,train,1
990001290390205171,1350,True,train,2
990001290400205171,1400,True,train,1
990001290460205171,1350,True,train,3
990001290530205171,1350,True,test,-1
990001290770205171,1300,True,train,4
990001290860205171,1450,True,train,1
990001290920205171,1450,True,train,3
990001290980205171,1450,True,train,3
990001291010205171,1450,True,test,-1
990001291060205171,1300,True,test,-1
990001291110205171,1450,True,train,4
990001291310205171,1450,True,test,-1
990001291410205171,1450,True,train,2
990001291430205171,1450,True,train,1
990001291660205171,1500,True,train,4
990001291670205171,1350,True,test,-1
990001291930205171,1450,True,train,2
990001292020205171,1200,True,train,4
990001292090205171,1300,True,train,3
990001292100205171,1300,True,train,1
990001292150205171,1300,True,test,-1
990001292180205171,1300,True,train,4
990001292410205171,1350,True,train,3
990001292460205171,1450,True,test,-1
990001292660205171,1450,True,train,2
990001292710205171,1350,True,train,0
990001292870205171,1500,True,test,-1
990001292950205171,1250,True,test,-1
990001292980205171,1350,True,test,-1
990001293020205171,1300,True,train,1
990001293030205171,1350,True,train,2
990001293040205171,1450,True,test,-1
990001293470205171,1350,True,train,2
990001293480205171,1350,True,train,3
990001293490205171,1450,True,test,-1
990001293500205171,1500,True,train,1
990001293570205171,1300,True,train,1
990001293600205171,1400,True,train,2
990001293660205171,1450,True,train,3
990001293720205171,1400,True,train,1
990001293860205171,1450,True,train,3
990001293900205171,1400,True,train,0
990001293920205171,1450,True,test,-1
990001293930205171,1450,True,train,2
990001293940205171,1450,True,train,4
990001293970205171,1400,True,train,2
990001293980205171,1450,True,test,-1
990001294380205171,1400,True,train,3
990001294600205171,1450,True,train,1
990001294730205171,1350,True,test,-1
990001294740205171,1450,True,train,0
990001294860205171,1450,True,test,-1
990001295070205171,1250,True,train,2
990001295150205171,1350,True,train,3
990001295160205171,1400,True,test,-1
990001295200205171,1300,True,train,2
990001295220205171,1400,True,train,3
990001295250205171,1500,True,train,1
990001295270205171,1350,True,train,0
990001295350205171,1350,True,train,2
990001295370205171,1400,True,test,-1
990001295410205171,1450,True,train,0
990001295560205171,1400,True,test,-1
990001296240205171,1250,True,train,4
990001296350205171,1400,True,train,1
990001296410205171,1500,True,train,0
990001296870205171,1300,True,train,2
990001296910205171,1500,True,train,3
990001297350205171,1400,True,train,4
990001297510205171,1500,True,test,-1
990001297660205171,1450,True,test,-1
990001298210205171,1450,True,train,3
990001298500205171,1400,True,train,3
990001298510205171,1400,True,train,4
990001299230205171,1500,True,train,0
990001299490205171,1450,True,train,2
990001299670205171,1400,True,test,-1
990001299920205171,1400,True,train,3
990001299930205171,1400,True,test,-1
990001299940205171,1450,True,train,1
990001300390205171,1350,True,test,-1
990001300400205171,1400,True,train,0
990001300410205171,1400,True,train,2
990001300420205171,1450,True,test,-1
990001300750205171,1450,True,train,3
990001300940205171,1500,True,train,3
990001301000205171,1500,True,train,0
990001302460205171,1300,True,train,1
990001304830205171,1400,True,test,-1
990001304880205171,1450,True,train,4
990001305140205171,1450,True,test,-1
990001305180205171,1450,True,train,1
990001305490205171,1450,True,train,3
990001305510205171,1400,True,test,-1
990001305600205171,1450,True,train,2
990001305740205171,1450,True,train,3
990001305940205171,1400,True,train,0
990001306000205171,1400,True,test,-1
990001306070205171,1450,True,train,4
990001306330205171,1450,True,train,1
990001306390205171,1500,True,test,-1
990001306480205171,1350,True,test,-1
990001306740205171,1450,True,test,-1
990001306880205171,1450,True,train,1
990001307210205171,1450,True,test,-1
990001307320205171,1450,True,train,4
990001307380205171,1450,True,test,-1
990001307450205171,1450,True,train,0
990001307500205171,1450,True,train,3
990001308040205171,1300,True,test,-1
990001308280205171,1400,True,train,2
990001309100205171,1450,True,train,1
990001309630205171,1350,True,train,3
990001309950205171,1500,True,train,2
990001310180205171,1500,True,train,4
990001311620205171,1450,True,train,4
990001311730205171,1450,True,train,2
990001312580205171,1450,True,train,4
990001312770205171,1400,True,train,3
990001313010205171,1450,True,train,2
990001313200205171,1450,True,train,2
990001313720205171,1500,True,train,1
990001315580205171,1450,True,train,0
990001315830205171,1450,True,test,-1
990001316030205171,1450,True,test,-1
990001316210205171,1450,True,test,-1
990001316330205171,1450,True,train,0
990001316450205171,1400,True,train,1
990001316750205171,1450,True,test,-1
990001316880205171,1450,True,test,-1
990001317170205171,1450,True,train,1
990001317520205171,1400,True,train,4
990001317980205171,1400,True,train,3
990001318200205171,1450,True,train,4
990001318260205171,1500,True,train,4
990001318420205171,1350,True,train,3
990001318430205171,1400,True,train,0
990001318450205171,1250,True,train,0
990001318610205171,1450,True,train,4
990001318690205171,1350,True,train,4
990001318730205171,1500,True,train,4
990001318810205171,1250,True,train,2
990001318820205171,1350,True,train,4
990001318830205171,1450,True,train,2
990001318840205171,1350,True,train,1
990001318850205171,1400,True,train,2
990001318890205171,1450,True,test,-1
990001318990205171,1450,True,train,3
990001319080205171,1450,True,train,2
990001319660205171,1450,True,train,3
990001319780205171,1400,True,train,3
990001320770205171,1450,True,test,-1
990001321000205171,1450,True,test,-1
990001321130205171,1250,True,train,1
990001321600205171,1400,True,test,-1
990001324280205171,1450,True,test,-1
990001324850205171,1250,True,train,4
990001327540205171,1450,True,train,2
990001353490205171,1300,True,train,4
990001377020205171,1200,True,test,-1
990001377150205171,1400,True,test,-1
990001378110205171,1450,True,train,1
990001378970205171,1450,True,test,-1
990001381220205171,1500,True,train,2
990001382640205171,1400,True,train,4
990001383470205171,1450,True,train,3
990001383690205171,1450,True,train,3
990001406610205171,1500,True,train,3
990001465840205171,1200,True,train,3
990001481360205171,1350,True,train,3
990001490620205171,1450,True,test,-1
990001509500205171,1450,True,test,-1
990001513400205171,1300,True,train,0
990001517870205171,1300,True,train,3
990001625620205171,1400,True,train,4
990001626160205171,1250,True,train,1
990001671250205171,1400,True,train,2
990001674310205171,1400,True,test,-1
990001675190205171,1300,True,train,0
990001675380205171,1150,False,train,-1
990001675550205171,1450,True,train,1
990001678880205171,1400,True,train,0
990001691740205171,1300,True,train,2
990001691760205171,1450,True,train,3
990001691780205171,1250,True,train,0
990001691830205171,1400,True,train,0
990001691870205171,1300,True,train,4
990001691880205171,1300,True,train,1
990001691920205171,1400,True,test,-1
990001692130205171,1300,True,test,-1
990001692380205171,1400,True,train,0
990001692620205171,1300,True,test,-1
990001693390205171,1350,True,train,4
990001693480205171,1500,True,test,-1
990001693700205171,1450,True,train,1
990001693730205171,1400,True,test,-1
990001694100205171,1450,True,test,-1
990001694400205171,1400,True,train,4
990001694440205171,1450,True,test,-1
990001695090205171,1450,True,train,2
990001698250205171,1450,True,train,3
990001706540205171,1450,True,train,4
990001706610205171,1350,True,train,3
990001712250205171,1450,True,train,4
990001728710205171,1300,True,test,-1
990001728760205171,1250,True,test,-1
990001728850205171,1450,True,train,2
990001728860205171,1200,True,test,-1
990001728870205171,1400,True,train,2
990001737390205171,1300,True,test,-1
990001745740205171,1450,True,test,-1
990001750290205171,1400,True,train,1
990001750580205171,1450,True,test,-1
990001750610205171,1300,True,train,4
990001750710205171,1300,True,train,2
990001750750205171,1200,True,train,1
990001751040205171,1500,True,train,2
990001751060205171,1250,True,train,3
990001751630205171,1450,True,train,0
990001751830205171,1200,True,train,2
990001751850205171,1350,True,train,1
990001751870205171,1450,True,train,4
990001751890205171,1450,True,train,2
990001751910205171,1500,True,train,0
990001751950205171,1300,True,train,3
990001752090205171,1450,True,test,-1
990001752360205171,1450,True,train,4
990001752770205171,1250,True,train,1
